"tweet_text","dataset"
"Photo: 10/2/09 va beach http://tumblr.com/xnt3dwndq","twitter_cikm_2010"
"Live Earth announced plans to implement the largest worldwide water","twitter_cikm_2010"
"Sat, 11/21: Dirty Projectors, @tuneyards, @TonyCastles at @MusicHallofWB http://bit.ly/4vN7u9","twitter_cikm_2010"
"Stove/oven broke &microwave broke on Monday, and now our TV isn't working.  What the heck is going on in my house?","twitter_cikm_2010"
"@MillerizmOrDie ya'll just inviting me????  Damn it's like that now, lol!","twitter_cikm_2010"
"Next week, look for stories on Texas Capital Bank, pet insurance and martial arts in DFW... with a Walker Texas Ranger mention.","twitter_cikm_2010"
"About to... Head to the club doing the same ole two-step","twitter_cikm_2010"
"Off to the craft show! I set my phone up with twitter so I am sure i will be a dork and post some updates throughout the day. lol ","Sentiment140"
"Q:what gurls do u find cute from branch A:i cant remember who stays in branch.. http://formspring.me/twanSbz/q/251453967","twitter_cikm_2010"
"RT @MrBloomingdale: RT @mosox25  RT @ttjemery: Ron Paul: Obama Will 'Destroy the Dollar' http://bit.ly/tOHRK","twitter_cikm_2010"
"@djbez u booked for Saturday?","twitter_cikm_2010"
"RT @NIKESneakrBitch: IM NOT EATING MCDONALDS FOR A YEAR....DEAD ASS.. I cudnt do it sorry...a whole year","twitter_cikm_2010"
"RT @Don_MaJor: Always, Always, Always follow ur #HEART. It will Guide The Way when no one else can......Real ? Heart over Mind? What u thnk?","twitter_cikm_2010"
"assured that fascism resource hungry system economy needs beat world powers order help fascist survive gujarat has resources and knows how suck more from other states modi won win india again needs defeating resourceful china which cant","Twitter Sentiments Dataset"
"I can't help it. I got so much on my mind. RT @mckevvv: @davidwinchester you tweet like a baws son.","twitter_cikm_2010"
"Wow, ronnie fuck th dude up!!! Yes, I'm watching jersey shore!!!! And????? Lol","twitter_cikm_2010"
"@sociaIIyawkward Never know?? I married my crush ","Sentiment140"
"@tbeltran09 have fun. :) bye :)","twitter_cikm_2010"
"@ms_elisabeth. Send me some pictures! I may have something for you!! Angieme11434@yahoo.com","twitter_cikm_2010"
" factsguide: the magic realism by rob gonsalves    #motivation","Twitter Toxic Tweets"
"a little 3eb in hampton tonight ","Sentiment140"
"@yoitscate i wondered where u went lol","twitter_cikm_2010"
"@ReneeBargh Aw, hang in there, it's worth it! ","Sentiment140"
"@AmazingAura I went through that last month kinda wack hopfully u there with a cool person","twitter_cikm_2010"
"RT @Bigman652: RT @FullRegaliaDE: RT @2600hz: #FF Follow Friday @allxclub888 @szda @tHeMAgNOLiAk @2600hz @MariahFionah @UdKmeB_1","twitter_cikm_2010"
"@dannygokey hey! twitter messed up the folow request.. I unblocked so it wont mess up this time. haha so, follow me! hehe ","Sentiment140"
"Love really has a way of sneaking up on u when u least expect it...","twitter_cikm_2010"
"@calliemeetscali Whaaaat happened? Your only 15, the world is not ending.","twitter_cikm_2010"
"The eighties are back with a vengeance! Check out the Beauty Board: Edgy 80s Kink http://bit.ly/453Hto","twitter_cikm_2010"
"@DuttyEnglish ewww he's disgusting lol but u kno he fertile so get ready for that baby lol","twitter_cikm_2010"
"Ask a CPA: Savings is gone. We hve $150K in debt. Wht do u thnk of “debt settlement” orgs? Financial Fitness Friday: http://bit.ly/2ciaGH","twitter_cikm_2010"
"Will I go? Will I? This is all your fault! I hate you so fucking much","twitter_cikm_2010"
"The devil is definitely involved with this contest I'm convinced","twitter_cikm_2010"
"http://twitpic.com/16a6l5 throwback Haha what pokemon is this?","twitter_cikm_2010"
"http://twitgoo.com/f4ffa who would u least want at the ft with game on the line! shaq voted 1st","twitter_cikm_2010"
"Love it!!  RT @foxy151518: My future husband just passed the teachers test!","twitter_cikm_2010"
"SO guys - I haven’t really blogged much lately, and since I have a lot of time on my hands at the moment, I... http://tumblr.com/xio5r075l","twitter_cikm_2010"
"I'm gonna watch ""lovely bones"" by myself at my house. Get it bootleg version (: care to join? :D","twitter_cikm_2010"
"@ebruntjen ya-outliers is great but has me paranoid about my 3yo born in December! The whole world against the little guy!","twitter_cikm_2010"
"that tribute was good shit! #VMAS","twitter_cikm_2010"
"Awesome PPP Pizza night   Now,reading New Moon again cause I &lt;3 Jacob!","Sentiment140"
"Off to a dog show yay!!! ","Sentiment140"
"@chalenejohnson is that the name of the Blackberry app cuz I can't find it and I've been looking 4 a good one!!","twitter_cikm_2010"
"I have played @Wale song beautiful Bliss about 30 times..... And I'm about play it 30 more times while I roll up. Im smoking to u homie.","twitter_cikm_2010"
"Lions just lost by 6 points  http://ff.im/-3EBjk","Sentiment140"
"Running of the Bulls is on CNN Headline News right now thanks to WDSU!","twitter_cikm_2010"
"Morning all, tis piddling down and stupidly windy but I need to walk in to town ","Sentiment140"
"@meyerweb Agree. My system: Rather than focusing on building list(s), I add people as I see tweets from them. Slowly growing, less pain.","twitter_cikm_2010"
"@susiesue85 id love it!!! Wooohah! I &lt;3 boyzone ","Sentiment140"
"@SnarkyPlatypus Did you get an answer on that req for a site listing closed newspapers? I'm interested in it, too   Cheers.","Sentiment140"
"In a healthy relationship u dont have to prove anything, let love happen 4 free by not chasing the unavailable or running from an open heart","twitter_cikm_2010"
"Tony Martin is next: 1:00:25.92, knocking Zirbel off the top step.","twitter_cikm_2010"
"most of my family just planned a trip to disney world in december.  but i'll still have class at the time.  . ","Twitter Toxic Tweets"
"DJ Earworm get out of my ears. I'm addicted to your re mixes.","twitter_cikm_2010"
"#iusedto wear Reebok Classic's and thought I wad the shit. Hahaha. Damn old days","twitter_cikm_2010"
"#turnon when a girl don't run from you when you putting in work!!! Take that take that ( @Iamdiddy voice) lol","twitter_cikm_2010"
"Going for a drive! http://myloc.me/1QJCv","twitter_cikm_2010"
"Put it Down - Aroc & Blaze http://myloc.me/2FXhk","twitter_cikm_2010"
"O shit Kenya got gangsta wit flo lol","twitter_cikm_2010"
"RT @lilduval: i dont know bout most niggaz but i dont get turned on by a chick who ass is shaped like two elbows<~lmfao","twitter_cikm_2010"
"RT @CHRISVOSS: SUPER FUNNY VIDEO - Advocacy Group Decries PETA's Inhumane Treatment Of Womenhttp://bit.ly/x5iqQ","twitter_cikm_2010"
"HOPES AND FEARS!  New short documentary contest underway http://ow.ly/Fwl0","twitter_cikm_2010"
"Beauty and the Beast rehearsel tonight! I want to let musical be a part of my everyday life but now it's just once in a week. I want more!","twitter_cikm_2010"
"Simms is starting for the Broncos, wonder how that will work out?","twitter_cikm_2010"
"At the Marshall's for Community Group. :)","twitter_cikm_2010"
"@RichLLoyd won their regional league but went out at the initial knock-out stage. Series of injuries stopped me playing at all, age I think!","twitter_cikm_2010"
"@thehurricane13 i can't dm u...you're not following me.  I'll let him know","twitter_cikm_2010"
"@LyssaFoxx no add from lyssapants ","Sentiment140"
"Brooklyn's Finest !!!!! 3 Effin' thumbs up !!!! Great Movie !!!!!!","twitter_cikm_2010"
"I just saved 50% on my car insurance! Thank u Warren.  Geico","twitter_cikm_2010"
"@mygreensburg THX for FF","twitter_cikm_2010"
"Looks like the delivery of my car is gonna take longer ","Sentiment140"
"@Jnaddy05 ...he's (@jasonarredondo) a good friend and if I were in trouble, he's one of the first people I'd ask for help and ask to pray.","twitter_cikm_2010"
"@FitDadPDX I am great! Closer to getting back to P90X! And you? Did you check out vid of Tony I posted? HILARIOUS!!","twitter_cikm_2010"
"@BUGAwho Ozone was the shit.....","twitter_cikm_2010"
"i'm not in the mood of twittering ","Sentiment140"
"Great first panel of the day for #CMJ, going to walk around the beautiful NYU campus for food, what are the other @bandier attending at 2?","twitter_cikm_2010"
"I have never let my schooling interfere with my education. -- Mark Twain","twitter_cikm_2010"
"@docvonnie nooooooooo just called you! want to hang still!!!! ","Sentiment140"
"Been up since 0500 and now celadon wants me to drive from knoxville tn to huntington wv.  There oughtta be a........ http://myloc.me/MYjg","twitter_cikm_2010"
"@jessefelluss tell mike I said whattup! Is the ship crazy or what? I'm good--gigs radio evolution etc :)","twitter_cikm_2010"
"andrew mcmahon is forever my idol. thank you for getting me through one of the hardest days of my life.","twitter_cikm_2010"
"RT @AmericasIdol: Soggy cereal or crunchy?< CRUNCHY! Only women like soggy stuff in their mouth","twitter_cikm_2010"
"@queenie_nyc here, have a Manhattan.","twitter_cikm_2010"
"@cristianafranci: @gugadomingos @FarrukhSiddiqui @gschieff  @grinngaa Bdia!","twitter_cikm_2010"
"@yazzzypooh ah hah I knew it!!!!!!","twitter_cikm_2010"
"@USER freaks is Siri available for Iphone 4 yet?","Sanders Analytics Sentiment-labelled tweets"
"@etoohey09 download bb app world and its one of the freebie apps you can download","twitter_cikm_2010"
"@vivianavitetta I'm not really hiding....okay I was kind of hiding, lol  I'll be back on a bit today,E and I are going out to eat, later!","Sentiment140"
"RT @Agoodthing_00#FF @_Asia @_kaetran @BillionaireboyD (@BLeesMusic) @BrandonMillion @DejaRiley @denojohn @Dlux00 @Garcon001 @GarconCartaBoi","twitter_cikm_2010"
"@KateWhinesAlot Knock em dead girl!","twitter_cikm_2010"
"#DGAFtilwedie RT @jaaakeeeee @MELISSAGREEN today i was doing a wordsearch in english class and i found DGAF. i circled it for you.","twitter_cikm_2010"
"is not so happy ","Sentiment140"
"@Sean110 I think MS should throw in the towel and ditch IE, it is nothing but trouble IMO. IE doesnt support latest standards anyway","twitter_cikm_2010"
"modi knows its his first and last term ","Twitter Sentiments Dataset"
"is it like this?? @NoAffiliation --->  ? http://blip.fm/~9vvf7","twitter_cikm_2010"
"@LuLuDanielle u can call me daddy I won't tell nobody lls","twitter_cikm_2010"
"@KaNdEe_RaiN morniin babes","twitter_cikm_2010"
"@debrafillingim It's basically a chat, just twitter like you usually do and add the #writechat to the end. ","Sentiment140"
"Q:Would you rather be really hot or really c... A:really hot with a gallon of ice cold water... http://formspring.me/DutchThaKID/q/199862679","twitter_cikm_2010"
"im still up whats good who rocking wit me...","twitter_cikm_2010"
"RT @BUCKDIDDY10: Kanye West Live this Sun @ Quo holla @ me...& Diddy too","twitter_cikm_2010"
"@LaceySchwimmer What colour did you buy Lacey? ","Sentiment140"
"Working 6 nights a week is killing me...can't wait til Tuesday! Day off!","twitter_cikm_2010"
"@JuanEdmundo hahaha  so i hope you watched it yesterday!!","Sentiment140"
"RT @TroubleSum: #2010SEA CD...COP IT!! POW -->  http://twitpic.com/14opzh courtesy of @moneygraphics & @janiro","twitter_cikm_2010"
"RT @portlandpicks We know u know this, but SHOP INDEPENDENT for those last-minute holiday gifts! xoxo http://bit.ly/4Lednj","twitter_cikm_2010"
"RT @Richbossbillion @yeawally damn boy u still lying since highscool lol na wats good tho wat u been up to gzz<lol same oh shit homie","twitter_cikm_2010"
"It never rains in Sunny Southern California my ass!! http://tweetphoto.com/9023748","twitter_cikm_2010"
"@BrianB187 I'm still lookin.. Actually tryin to see who's all dwn to go now... Ohh good so in April we chillen!! :)","twitter_cikm_2010"
"Britty brought the champagne I managed a free pizza and ants pickin me up... A good nite in store http://myloc.me/deaK","twitter_cikm_2010"
"Broader Measure of U.S. Unemployment Stands at 17.5% (CommonDreams.org)|by David Leonhardt For all the pain .. http://oohja.com/x1Q0t","twitter_cikm_2010"
"RT @Shelly_Hickman: Board votes for tougher standards for OK students. Action will affect 08-09 test results. http://tinyurl.com/n9crta","twitter_cikm_2010"
"Hiring movers was the best bajillion dollars I've ever spent.","twitter_cikm_2010"
"@kbowser614 You're welcome! Have a fab weekend! ","Sentiment140"
"Today is about to be off the chain (if people still says that) mondays are the funniest days","twitter_cikm_2010"
"@DJeqwip very smart!","twitter_cikm_2010"
"Ugh. math. shoot me","twitter_cikm_2010"
"@iHitsStarks haahaaa. not a whole lot... just working on my gaming community web site.","twitter_cikm_2010"
"@Parascience  but the most spectacular view ive seen in a long time ","Sentiment140"
"@TraceCyrus i cant comment the photo  &lt;3 you","Sentiment140"
"#nowplaying ""Melt My Heart"" (featuring @RapperBigPooh) - Adele","twitter_cikm_2010"
"RT @MitchINRealLife: BK fo da Night ... Wit my Redbone Cutie lol ---». http://tweetphoto.com/6348523 --ka_uteeeeee tay!","twitter_cikm_2010"
"#mytwitterconfessions @urfantasymylife is a PROGERIA SURVIVOR...","twitter_cikm_2010"
"@341326 Hello Henry. This is an arrival. The next departure is expected to be 0700 tomorrow morning to Bristol Temple Meads. - Jordan","Customer Support on Twitter"
"He's so adorable :)  http://tweetphoto.com/12837732","twitter_cikm_2010"
"Chart - Netflix Takes Off As Blockb. Fades http://www.businessinsider.com/chart-of-the-day-netflix-takes-off-as-blockbuster-shrinks-2009-11","twitter_cikm_2010"
"Has just downloaded a better twitter app ","Sentiment140"
"http://bit.ly/559Xc Are you a poet?  Help us celebrate our ""The Art of Poetry"" in October...send us your poems","twitter_cikm_2010"
"Shout out to Frye.. From st. Marys... Putting it down for the Suns!!! Let's go!!! http://tweetphoto.com/7753972","twitter_cikm_2010"
"I don't get it either RT @skillzva: So wait? A white man says he wdnt mess wit a black woman and yall shocked?? GTFOH. U fkin w/me right?","twitter_cikm_2010"
"RT @hermanflores: Earthquakes are happening all over the world Chile, Hatti & now 6.8 taiwan! The earth is changing.","twitter_cikm_2010"
"RT @marilynstannett: RT @RuthieNews: @beingswell @LacyKennedy @ZAGrrl @EricGourmet @wordhealys @InRoll @InRoll @EsMarcos @cupcakes5 @mar ...","twitter_cikm_2010"
"Making baked ziti -- it's a comfort food kind of night","twitter_cikm_2010"
"RT @B_Wattz: Just got a letter from my school that says I'm on the Honor Roll! To God be the Glory!<Yay We're o (cont) http://tl.gd/3fb0h","twitter_cikm_2010"
"@biancajames save room for their pie. across the street is the @sugarmaple. 60 american beers on tap. let me know if you want something","twitter_cikm_2010"
"the actual ‘mankading’ that should piss all off narendra modi and rahul gandhi’ constituencies are among the worst affected when comes malnutrition india via ","Twitter Sentiments Dataset"
"We have 1 salt truck and it crashed!! WTH?","twitter_cikm_2010"
